t, q_1, q_2, q_3, q_4, q_5, q_1_dot, q_2_dot, q_3_dot, q_4_dot, q_5_dot, eta_1, eta_2, eta_3, eta_4, eta_1_dot, eta_2_dot, eta_3_dot, eta_4_dot, z_1, z_1_dot, y_1, y_2, y_3, y_4, y_5, y_dot_1, y_dot_2, y_dot_3, y_dot_4, y_dot_5, post_impact,
3.005,0.462937,-1.13897,0.813664,-1.0017,1.59118,0.287096,0.109442,-0.545489,-0.954253,0.173102,-1.13897,0.813664,-1.0017,1.59118,0.109442,-0.545489,-0.954253,0.173102,0.462937,2.31148,0.0123273,0.837403,0.137632,-0.0416761,0.139181,0.278718,0.0599521,-0.14895,0.988721,0.170312,0,
3.006,0.463228,-1.13886,0.813111,-1.0026,1.59124,0.290821,0.106651,-0.552985,-0.905467,0.0578756,-1.13886,0.813111,-1.0026,1.59124,0.106651,-0.552985,-0.905467,0.0578756,0.463228,2.31274,0.0126264,0.837463,0.137476,-0.0406719,0.13931,0.276907,0.059313,-0.155514,1.00425,0.130096,0,
3.007,0.463522,-1.13876,0.81255,-1.00346,1.59118,0.294577,0.10376,-0.56035,-0.856171,-0.0575131,-1.13876,0.81255,-1.00346,1.59118,0.10376,-0.56035,-0.856171,-0.0575131,0.463522,2.31404,0.0129254,0.837521,0.137314,-0.0396523,0.1394,0.275094,0.0586436,-0.162014,1.01955,0.0898084,0,
3.008,0.463821,-1.13866,0.811983,-1.00427,1.59101,0.298363,0.100771,-0.567581,-0.806384,-0.17302,-1.13866,0.811983,-1.00427,1.59101,0.100771,-0.567581,-0.806384,-0.17302,0.463821,2.31536,0.0132243,0.837579,0.137146,-0.0386178,0.139449,0.27328,0.0579442,-0.168448,1.03462,0.0494712,0,
3.009,0.464123,-1.13856,0.811408,-1.00502,1.59072,0.302178,0.0976833,-0.574674,-0.756121,-0.288599,-1.13856,0.811408,-1.00502,1.59072,0.0976833,-0.574674,-0.756121,-0.288599,0.464123,2.31671,0.0135232,0.837637,0.136971,-0.0375684,0.139458,0.271467,0.057215,-0.174813,1.04945,0.00910677,0,
3.01,0.464429,-1.13847,0.810827,-1.00573,1.59032,0.30602,0.0944991,-0.581626,-0.705399,-0.404206,-1.13847,0.810827,-1.00573,1.59032,0.0944991,-0.581626,-0.705399,-0.404206,0.464429,2.31809,0.0138221,0.837693,0.13679,-0.0365045,0.139426,0.269652,0.056456,-0.181106,1.06404,-0.0312627,0,
3.011,0.464739,-1.13837,0.810238,-1.00638,1.5898,0.30989,0.0912187,-0.588433,-0.654237,-0.519796,-1.13837,0.810238,-1.00638,1.5898,0.0912187,-0.588433,-0.654237,-0.519796,0.464739,2.3195,0.0141207,0.837749,0.136603,-0.0354263,0.139354,0.267838,0.0556675,-0.187325,1.07839,-0.071615,0,
3.012,0.465052,-1.13829,0.809643,-1.00699,1.58916,0.313785,0.0878432,-0.595093,-0.602653,-0.635323,-1.13829,0.809643,-1.00699,1.58916,0.0878432,-0.595093,-0.602653,-0.635323,0.465052,2.32094,0.0144193,0.837804,0.136409,-0.034334,0.139242,0.266025,0.0548496,-0.193465,1.09248,-0.111928,0,
3.013,0.46537,-1.1382,0.809041,-1.00754,1.58841,0.317703,0.0843734,-0.601602,-0.550665,-0.750743,-1.1382,0.809041,-1.00754,1.58841,0.0843734,-0.601602,-0.550665,-0.750743,0.46537,2.32241,0.0147177,0.837858,0.13621,-0.033228,0.139089,0.264212,0.0540025,-0.199525,1.10632,-0.15218,0,
3.014,0.465692,-1.13812,0.808433,-1.00803,1.58754,0.321645,0.0808103,-0.607958,-0.498294,-0.866009,-1.13812,0.808433,-1.00803,1.58754,0.0808103,-0.607958,-0.498294,-0.866009,0.465692,2.3239,0.0150159,0.837911,0.136004,-0.0321084,0.138896,0.2624,0.0531265,-0.205502,1.1199,-0.192348,0,
3.015,0.466017,-1.13804,0.807819,-1.00848,1.58656,0.325609,0.0771547,-0.614156,-0.445559,-0.981077,-1.13804,0.807819,-1.00848,1.58656,0.0771547,-0.614156,-0.445559,-0.981077,0.466017,2.32543,0.0153139,0.837963,0.135793,-0.0309756,0.138663,0.260589,0.0522217,-0.211392,1.13321,-0.232412,0,
3.016,0.466347,-1.13797,0.807199,-1.00887,1.58547,0.329593,0.0734077,-0.620194,-0.392481,-1.0959,-1.13797,0.807199,-1.00887,1.58547,0.0734077,-0.620194,-0.392481,-1.0959,0.466347,2.32698,0.0156116,0.838015,0.135575,-0.0298298,0.13839,0.258779,0.0512883,-0.217193,1.14625,-0.272348,0,
3.017,0.466681,-1.1379,0.806573,-1.00921,1.58426,0.333597,0.0695703,-0.626068,-0.33908,-1.21044,-1.1379,0.806573,-1.00921,1.58426,0.0695703,-0.626068,-0.33908,-1.21044,0.466681,2.32856,0.0159091,0.838065,0.135353,-0.0286712,0.138078,0.256971,0.0503266,-0.222901,1.15901,-0.312135,0,
3.018,0.467018,-1.13784,0.805941,-1.0095,1.58293,0.337618,0.0656434,-0.631776,-0.28538,-1.32464,-1.13784,0.805941,-1.0095,1.58293,0.0656434,-0.631776,-0.28538,-1.32464,0.467018,2.33018,0.0162064,0.838114,0.135124,-0.0275002,0.137725,0.255165,0.0493368,-0.228515,1.1715,-0.351752,0,
3.019,0.46736,-1.13777,0.805304,-1.00973,1.58149,0.341657,0.0616281,-0.637315,-0.231401,-1.43846,-1.13777,0.805304,-1.00973,1.58149,0.0616281,-0.637315,-0.231401,-1.43846,0.46736,2.33182,0.0165033,0.838163,0.13489,-0.0263171,0.137334,0.253361,0.0483191,-0.23403,1.1837,-0.391177,0,
3.02,0.467706,-1.13772,0.804661,-1.00991,1.57994,0.345711,0.0575255,-0.642681,-0.177166,-1.55185,-1.13772,0.804661,-1.00991,1.57994,0.0575255,-0.642681,-0.177166,-1.55185,0.467706,2.33348,0.0167999,0.83821,0.134651,-0.0251221,0.136902,0.251559,0.0472737,-0.239445,1.19561,-0.430389,0,
3.021,0.468055,-1.13766,0.804013,-1.01003,1.57828,0.34978,0.0533366,-0.647872,-0.1227,-1.66477,-1.13766,0.804013,-1.01003,1.57828,0.0533366,-0.647872,-0.1227,-1.66477,0.468055,2.33518,0.0170961,0.838256,0.134406,-0.0239155,0.136432,0.24976,0.0462009,-0.244756,1.20722,-0.469367,0,
3.022,0.468409,-1.13761,0.80336,-1.0101,1.5765,0.353862,0.0490625,-0.652885,-0.0680244,-1.77718,-1.13761,0.80336,-1.0101,1.5765,0.0490625,-0.652885,-0.0680244,-1.77718,0.468409,2.3369,0.017392,0.838301,0.134156,-0.0226977,0.135923,0.247963,0.045101,-0.249961,1.21854,-0.508088,0,
3.023,0.468767,-1.13757,0.802703,-1.01011,1.57461,0.357956,0.0447045,-0.657718,-0.0131646,-1.88902,-1.13757,0.802703,-1.01011,1.57461,0.0447045,-0.657718,-0.0131646,-1.88902,0.468767,2.33866,0.0176875,0.838346,0.133901,-0.0214689,0.135376,0.246169,0.0439743,-0.255057,1.22955,-0.546534,0,
3.024,0.469129,-1.13753,0.80204,-1.01007,1.57261,0.362062,0.0402636,-0.662366,0.0418549,-2.00025,-1.13753,0.80204,-1.01007,1.57261,0.0402636,-0.662366,0.0418549,-2.00025,0.469129,2.34044,0.0179826,0.838388,0.133641,-0.0202294,0.13479,0.244379,0.0428209,-0.260041,1.24025,-0.584682,0,
3.025,0.469495,-1.13749,0.801374,-1.00997,1.5705,0.366177,0.0357412,-0.666829,0.097009,-2.11083,-1.13749,0.801374,-1.00997,1.5705,0.0357412,-0.666829,0.097009,-2.11083,0.469495,2.34224,0.0182772,0.83843,0.133376,-0.0189796,0.134167,0.242591,0.0416412,-0.264911,1.25064,-0.622512,0,
3.026,0.469866,-1.13746,0.800702,-1.00982,1.56828,0.3703,0.0311383,-0.671102,0.152272,-2.2207,-1.13746,0.800702,-1.00982,1.56828,0.0311383,-0.671102,0.152272,-2.2207,0.469866,2.34408,0.0185714,0.838471,0.133106,-0.0177198,0.133506,0.240808,0.0404356,-0.269664,1.26071,-0.660003,0,
3.027,0.47024,-1.13744,0.800027,-1.00961,1.56595,0.374432,0.0264564,-0.675185,0.207618,-2.32983,-1.13744,0.800027,-1.00961,1.56595,0.0264564,-0.675185,0.207618,-2.32983,0.47024,2.34594,0.0188651,0.83851,0.132832,-0.0164502,0.132808,0.239028,0.0392043,-0.274297,1.27046,-0.697136,0,
3.028,0.470619,-1.13741,0.799348,-1.00935,1.56351,0.378569,0.0216968,-0.679074,0.263021,-2.43817,-1.13741,0.799348,-1.00935,1.56351,0.0216968,-0.679074,0.263021,-2.43817,0.470619,2.34783,0.0191582,0.838548,0.132553,-0.0151713,0.132073,0.237253,0.0379476,-0.278808,1.27988,-0.733891,0,
3.029,0.471001,-1.1374,0.798665,-1.00903,1.56097,0.382711,0.0168607,-0.682767,0.318453,-2.54567,-1.1374,0.798665,-1.00903,1.56097,0.0168607,-0.682767,0.318453,-2.54567,0.471001,2.34975,0.0194509,0.838585,0.13227,-0.0138834,0.131301,0.235482,0.0366659,-0.283195,1.28897,-0.770248,0,
3.03,0.471388,-1.13739,0.797979,-1.00865,1.55831,0.386858,0.0119496,-0.686262,0.373888,-2.65228,-1.13739,0.797979,-1.00865,1.55831,0.0119496,-0.686262,0.373888,-2.65228,0.471388,2.3517,0.019743,0.83862,0.131982,-0.0125867,0.130494,0.233716,0.0353596,-0.287454,1.29772,-0.806186,0,
3.031,0.471779,-1.13738,0.79729,-1.00823,1.55556,0.391007,0.00696495,-0.689556,0.429297,-2.75796,-1.13738,0.79729,-1.00823,1.55556,0.00696495,-0.689556,0.429297,-2.75796,0.471779,2.35367,0.0200346,0.838654,0.131691,-0.0112816,0.129651,0.231955,0.034029,-0.291585,1.30613,-0.841688,0,
3.032,0.472174,-1.13738,0.796597,-1.00774,1.55269,0.395157,0.00190824,-0.692649,0.484653,-2.86267,-1.13738,0.796597,-1.00774,1.55269,0.00190824,-0.692649,0.484653,-2.86267,0.472174,2.35567,0.0203255,0.838687,0.131395,-0.00996857,0.128773,0.230199,0.0326745,-0.295583,1.31419,-0.876733,0,
3.033,0.472574,-1.13738,0.795901,-1.0072,1.54973,0.399308,-0.00321902,-0.695537,0.539928,-2.96635,-1.13738,0.795901,-1.0072,1.54973,-0.00321902,-0.695537,0.539928,-2.96635,0.472574,2.3577,0.0206159,0.838718,0.131096,-0.00864783,0.12786,0.22845,0.0312965,-0.299448,1.32189,-0.911304,0,
3.034,0.472977,-1.13739,0.795203,-1.00661,1.54666,0.403458,-0.00841522,-0.69822,0.595092,-3.06896,-1.13739,0.795203,-1.00661,1.54666,-0.00841522,-0.69822,0.595092,-3.06896,0.472977,2.35975,0.0209056,0.838748,0.130793,-0.00731977,0.126913,0.226707,0.0298954,-0.303177,1.32924,-0.94538,0,
3.035,0.473385,-1.1374,0.794503,-1.00596,1.54349,0.407606,-0.0136788,-0.700695,0.650118,-3.17045,-1.1374,0.794503,-1.00596,1.54349,-0.0136788,-0.700695,0.650118,-3.17045,0.473385,2.36183,0.0211947,0.838777,0.130486,-0.00598476,0.125933,0.22497,0.0284716,-0.306768,1.33623,-0.978945,0,
3.036,0.473797,-1.13742,0.7938,-1.00525,1.54022,0.41175,-0.0190079,-0.702961,0.704974,-3.27079,-1.13742,0.7938,-1.00525,1.54022,-0.0190079,-0.702961,0.704974,-3.27079,0.473797,2.36394,0.0214831,0.838804,0.130176,-0.00464316,0.124919,0.223241,0.0270257,-0.310218,1.34286,-1.01198,0,
3.037,0.474212,-1.13744,0.793095,-1.00449,1.53685,0.41589,-0.024401,-0.705016,0.759634,-3.36991,-1.13744,0.793095,-1.00449,1.53685,-0.024401,-0.705016,0.759634,-3.36991,0.474212,2.36607,0.0217708,0.838829,0.129862,-0.00329533,0.123873,0.22152,0.0255579,-0.313527,1.34911,-1.04447,0,
3.038,0.474632,-1.13747,0.792388,-1.00368,1.53338,0.420025,-0.0298562,-0.70686,0.814065,-3.46778,-1.13747,0.792388,-1.00368,1.53338,-0.0298562,-0.70686,0.814065,-3.46778,0.474632,2.36824,0.0220578,0.838854,0.129545,-0.00194166,0.122795,0.219807,0.0240689,-0.316691,1.35498,-1.07639,0,
3.039,0.475057,-1.13751,0.791679,-1.00281,1.52981,0.424152,-0.0353717,-0.70849,0.868239,-3.56435,-1.13751,0.791679,-1.00281,1.52981,-0.0353717,-0.70849,0.868239,-3.56435,0.475057,2.37042,0.0223441,0.838876,0.129226,-0.000582512,0.121686,0.218103,0.0225591,-0.31971,1.36048,-1.10773,0,
3.04,0.475485,-1.13755,0.790969,-1.00189,1.52615,0.428271,-0.0409456,-0.709906,0.922126,-3.65957,-1.13755,0.790969,-1.00189,1.52615,-0.0409456,-0.709906,0.922126,-3.65957,0.475485,2.37264,0.0226297,0.838897,0.128903,0.000781717,0.120545,0.216408,0.021029,-0.322581,1.36559,-1.13847,0,
3.041,0.475917,-1.1376,0.790258,-1.00091,1.5224,0.432381,-0.0465759,-0.711107,0.975694,-3.75339,-1.1376,0.790258,-1.00091,1.5224,-0.0465759,-0.711107,0.975694,-3.75339,0.475917,2.37488,0.0229145,0.838917,0.128578,0.00215064,0.119375,0.214724,0.0194792,-0.325302,1.3703,-1.1686,0,
3.042,0.476354,-1.13765,0.789546,-0.999882,1.51856,0.43648,-0.0522607,-0.712092,1.02891,-3.84578,-1.13765,0.789546,-0.999882,1.51856,-0.0522607,-0.712092,1.02891,-3.84578,0.476354,2.37715,0.0231985,0.838935,0.12825,0.00352387,0.118175,0.21305,0.0179101,-0.327873,1.37463,-1.19809,0,
3.043,0.476794,-1.13771,0.788833,-0.9988,1.51462,0.440568,-0.0579978,-0.712861,1.08176,-3.93667,-1.13771,0.788833,-0.9988,1.51462,-0.0579978,-0.712861,1.08176,-3.93667,0.476794,2.37944,0.0234817,0.838951,0.12792,0.004901,0.116946,0.211388,0.0163224,-0.330291,1.37855,-1.22694,0,
3.044,0.477239,-1.13777,0.78812,-0.997666,1.51059,0.444642,-0.0637852,-0.713413,1.13419,-4.02604,-1.13777,0.78812,-0.997666,1.51059,-0.0637852,-0.713413,1.13419,-4.02604,0.477239,2.38177,0.0237642,0.838966,0.127587,0.00628164,0.115689,0.209738,0.0147166,-0.332556,1.38207,-1.25512,0,
3.045,0.477688,-1.13784,0.787406,-0.99648,1.50648,0.448701,-0.0696207,-0.713747,1.18618,-4.11381,-1.13784,0.787406,-0.99648,1.50648,-0.0696207,-0.713747,1.18618,-4.11381,0.477688,2.38411,0.0240458,0.838979,0.127252,0.00766537,0.114404,0.208101,0.0130933,-0.334666,1.38518,-1.28263,0,
3.046,0.47814,-1.13792,0.786692,-0.995242,1.50228,0.452745,-0.075502,-0.713863,1.2377,-4.19997,-1.13792,0.786692,-0.995242,1.50228,-0.075502,-0.713863,1.2377,-4.19997,0.47814,2.38649,0.0243265,0.838991,0.126916,0.00905178,0.113092,0.206478,0.0114532,-0.336619,1.38787,-1.30944,0,
3.047,0.478597,-1.138,0.785978,-0.993954,1.49799,0.456772,-0.0814268,-0.713761,1.28872,-4.28444,-1.138,0.785978,-0.993954,1.49799,-0.0814268,-0.713761,1.28872,-4.28444,0.478597,2.38889,0.0246064,0.839001,0.126577,0.0104405,0.111754,0.20487,0.00979685,-0.338415,1.39014,-1.33555,0,
3.048,0.479058,-1.13809,0.785265,-0.992615,1.49363,0.460781,-0.0873927,-0.713441,1.3392,-4.36719,-1.13809,0.785265,-0.992615,1.49363,-0.0873927,-0.713441,1.3392,-4.36719,0.479058,2.39132,0.0248855,0.839009,0.126237,0.011831,0.110391,0.203278,0.0081249,-0.340052,1.39199,-1.36093,0,
3.049,0.479523,-1.13818,0.784552,-0.991225,1.48918,0.46477,-0.0933974,-0.712903,1.38912,-4.44818,-1.13818,0.784552,-0.991225,1.48918,-0.0933974,-0.712903,1.38912,-4.44818,0.479523,2.39377,0.0251636,0.839015,0.125896,0.0132229,0.109003,0.201703,0.00643804,-0.34153,1.39341,-1.38558,0,
3.05,0.479991,-1.13828,0.78384,-0.989787,1.48465,0.468738,-0.0994384,-0.712148,1.43845,-4.52734,-1.13828,0.78384,-0.989787,1.48465,-0.0994384,-0.712148,1.43845,-4.52734,0.479991,2.39625,0.0254409,0.83902,0.125553,0.0146158,0.107591,0.200145,0.00473694,-0.342848,1.3944,-1.40948,0,
3.051,0.480464,-1.13838,0.783129,-0.9883,1.48005,0.472684,-0.105513,-0.711175,1.48715,-4.60464,-1.13838,0.783129,-0.9883,1.48005,-0.105513,-0.711175,1.48715,-4.60464,0.480464,2.39876,0.0257172,0.839023,0.125209,0.0160093,0.106156,0.198606,0.00302231,-0.344004,1.39495,-1.43263,0,
3.052,0.480941,-1.1385,0.782419,-0.986765,1.47537,0.476606,-0.111619,-0.709986,1.53519,-4.68003,-1.1385,0.782419,-0.986765,1.47537,-0.111619,-0.709986,1.53519,-4.68003,0.480941,2.40129,0.0259926,0.839025,0.124864,0.0174029,0.104698,0.197088,0.00129486,-0.344999,1.39505,-1.45499,0,
3.053,0.481421,-1.13861,0.78171,-0.985182,1.47061,0.480503,-0.117753,-0.708581,1.58255,-4.75347,-1.13861,0.78171,-0.985182,1.47061,-0.117753,-0.708581,1.58255,-4.75347,0.481421,2.40385,0.0262671,0.839024,0.124518,0.0187961,0.103219,0.195591,-0.000444653,-0.345831,1.39471,-1.47657,0,
3.054,0.481906,-1.13874,0.781003,-0.983553,1.46579,0.484374,-0.123913,-0.70696,1.62919,-4.82489,-1.13874,0.781003,-0.983553,1.46579,-0.123913,-0.70696,1.62919,-4.82489,0.481906,2.40643,0.0265407,0.839022,0.124172,0.0201885,0.101719,0.194116,-0.00219549,-0.346499,1.39391,-1.49736,0,
3.055,0.482394,-1.13887,0.780298,-0.981878,1.46089,0.488216,-0.130096,-0.705125,1.67508,-4.89426,-1.13887,0.780298,-0.981878,1.46089,-0.130096,-0.705125,1.67508,-4.89426,0.482394,2.40905,0.0268133,0.839018,0.123825,0.0215797,0.100199,0.192665,-0.00395687,-0.347005,1.39266,-1.51734,0,
3.056,0.482886,-1.139,0.779595,-0.980158,1.45593,0.49203,-0.136299,-0.703077,1.72019,-4.96153,-1.139,0.779595,-0.980158,1.45593,-0.136299,-0.703077,1.72019,-4.96153,0.482886,2.41169,0.0270849,0.839013,0.123477,0.0229692,0.0986591,0.19124,-0.00572801,-0.347347,1.39094,-1.53649,0,
3.057,0.483382,-1.13915,0.778894,-0.978393,1.45091,0.495812,-0.14252,-0.700817,1.76449,-5.02665,-1.13915,0.778894,-0.978393,1.45091,-0.14252,-0.700817,1.76449,-5.02665,0.483382,2.41435,0.0273556,0.839005,0.12313,0.0243565,0.0971014,0.189841,-0.00750809,-0.347525,1.38876,-1.55482,0,
3.058,0.483881,-1.13929,0.778196,-0.976585,1.44582,0.499563,-0.148755,-0.698346,1.80795,-5.08958,-1.13929,0.778196,-0.976585,1.44582,-0.148755,-0.698346,1.80795,-5.08958,0.483881,2.41704,0.0276252,0.838996,0.122782,0.0257412,0.095526,0.18847,-0.00929631,-0.347538,1.3861,-1.57231,0,
3.059,0.484385,-1.13945,0.7775,-0.974735,1.44067,0.503279,-0.155001,-0.695667,1.85055,-5.15026,-1.13945,0.7775,-0.974735,1.44067,-0.155001,-0.695667,1.85055,-5.15026,0.484385,2.41976,0.0278939,0.838985,0.122435,0.0271228,0.093934,0.187128,-0.0110918,-0.347388,1.38297,-1.58895,0,
3.06,0.484891,-1.13961,0.776807,-0.972842,1.43546,0.506961,-0.161255,-0.692779,1.89224,-5.20865,-1.13961,0.776807,-0.972842,1.43546,-0.161255,-0.692779,1.89224,-5.20865,0.484891,2.42251,0.0281616,0.838972,0.122088,0.0285007,0.0923262,0.185818,-0.0128937,-0.347073,1.37936,-1.60474,0,
3.061,0.485402,-1.13978,0.776118,-0.970909,1.43019,0.510605,-0.167514,-0.689686,1.93301,-5.2647,-1.13978,0.776118,-0.970909,1.43019,-0.167514,-0.689686,1.93301,-5.2647,0.485402,2.42528,0.0284283,0.838957,0.121741,0.0298746,0.0907034,0.18454,-0.0147012,-0.346594,1.37526,-1.61966,0,
3.062,0.485916,-1.13995,0.775431,-0.968937,1.42488,0.514212,-0.173775,-0.686388,1.97282,-5.31836,-1.13995,0.775431,-0.968937,1.42488,-0.173775,-0.686388,1.97282,-5.31836,0.485916,2.42808,0.028694,0.838941,0.121395,0.0312439,0.0890665,0.183297,-0.0165134,-0.345952,1.37067,-1.6337,0,
3.063,0.486434,-1.14013,0.774748,-0.966925,1.41951,0.517778,-0.180035,-0.682889,2.01164,-5.36959,-1.14013,0.774748,-0.966925,1.41951,-0.180035,-0.682889,2.01164,-5.36959,0.486434,2.4309,0.0289586,0.838923,0.12105,0.0326082,0.0874163,0.18209,-0.0183293,-0.345146,1.36559,-1.64687,0,
3.064,0.486955,-1.14032,0.774069,-0.964875,1.41409,0.521303,-0.18629,-0.679189,2.04945,-5.41834,-1.14032,0.774069,-0.964875,1.41409,-0.18629,-0.679189,2.04945,-5.41834,0.486955,2.43375,0.0292223,0.838903,0.120706,0.0339669,0.0857539,0.18092,-0.0201481,-0.344177,1.36001,-1.65914,0,
3.065,0.48748,-1.14051,0.773394,-0.962789,1.40862,0.524785,-0.192538,-0.675292,2.08622,-5.46456,-1.14051,0.773394,-0.962789,1.40862,-0.192538,-0.675292,2.08622,-5.46456,0.48748,2.43663,0.0294849,0.838881,0.120363,0.0353195,0.08408,0.17979,-0.0219688,-0.343045,1.35392,-1.67052,0,
3.066,0.488008,-1.14071,0.772723,-0.960667,1.40311,0.528222,-0.198774,-0.671199,2.12191,-5.5082,-1.14071,0.772723,-0.960667,1.40311,-0.198774,-0.671199,2.12191,-5.5082,0.488008,2.43954,0.0297464,0.838857,0.120021,0.0366656,0.0823956,0.178702,-0.0237905,-0.341751,1.34733,-1.681,0,
3.067,0.48854,-1.14092,0.772056,-0.958511,1.39757,0.531614,-0.204996,-0.666914,2.15651,-5.54922,-1.14092,0.772056,-0.958511,1.39757,-0.204996,-0.666914,2.15651,-5.54922,0.48854,2.44247,0.030007,0.838832,0.119681,0.0380046,0.0807016,0.177657,-0.0256121,-0.340296,1.34022,-1.69058,0,
3.068,0.489075,-1.14113,0.771393,-0.956321,1.39198,0.534957,-0.211199,-0.662437,2.18998,-5.58757,-1.14113,0.771393,-0.956321,1.39198,-0.211199,-0.662437,2.18998,-5.58757,0.489075,2.44543,0.0302665,0.838804,0.119342,0.039336,0.078999,0.176657,-0.0274328,-0.33868,1.3326,-1.69924,0,
3.069,0.489613,-1.14134,0.770736,-0.954099,1.38635,0.53825,-0.217381,-0.657774,2.2223,-5.6232,-1.14134,0.770736,-0.954099,1.38635,-0.217381,-0.657774,2.2223,-5.6232,0.489613,2.44841,0.0305249,0.838775,0.119005,0.0406593,0.0772885,0.175704,-0.0292515,-0.336904,1.32446,-1.70699,0,
3.07,0.490155,-1.14157,0.770083,-0.951845,1.3807,0.541492,-0.223537,-0.652925,2.25343,-5.65607,-1.14157,0.770083,-0.951845,1.3807,-0.223537,-0.652925,2.25343,-5.65607,0.490155,2.45142,0.0307824,0.838744,0.11867,0.041974,0.0755712,0.174801,-0.0310673,-0.334969,1.31579,-1.71382,0,
3.071,0.490699,-1.1418,0.769435,-0.949562,1.37501,0.544681,-0.229664,-0.647894,2.28337,-5.68613,-1.1418,0.769435,-0.949562,1.37501,-0.229664,-0.647894,2.28337,-5.68613,0.490699,2.45446,0.0310387,0.838711,0.118337,0.0432795,0.0738479,0.173949,-0.032879,-0.332877,1.3066,-1.71972,0,
3.072,0.491247,-1.14203,0.768792,-0.94725,1.3693,0.547816,-0.235759,-0.642684,2.31207,-5.71334,-1.14203,0.768792,-0.94725,1.3693,-0.235759,-0.642684,2.31207,-5.71334,0.491247,2.45753,0.0312941,0.838677,0.118007,0.0445753,0.0721196,0.17315,-0.0346857,-0.330627,1.29687,-1.72471,0,
3.073,0.491798,-1.14227,0.768155,-0.94491,1.36356,0.550894,-0.241818,-0.637298,2.33952,-5.73766,-1.14227,0.768155,-0.94491,1.36356,-0.241818,-0.637298,2.33952,-5.73766,0.491798,2.46062,0.0315484,0.83864,0.117679,0.0458609,0.0703873,0.172407,-0.0364864,-0.328222,1.28661,-1.72876,0,
3.074,0.492352,-1.14252,0.767523,-0.942544,1.3578,0.553913,-0.247837,-0.63174,2.36569,-5.75903,-1.14252,0.767523,-0.942544,1.3578,-0.247837,-0.63174,2.36569,-5.75903,0.492352,2.46374,0.0318017,0.838602,0.117353,0.0471358,0.0686518,0.171721,-0.0382799,-0.325663,1.27581,-1.73189,0,
3.075,0.492909,-1.14278,0.766897,-0.940154,1.35202,0.556873,-0.253812,-0.626012,2.39056,-5.77741,-1.14278,0.766897,-0.940154,1.35202,-0.253812,-0.626012,2.39056,-5.77741,0.492909,2.46689,0.0320539,0.838562,0.11703,0.0483993,0.0669141,0.171095,-0.0400652,-0.322951,1.26446,-1.73408,0,
3.076,0.493469,-1.14304,0.766277,-0.93774,1.34623,0.559771,-0.259739,-0.620119,2.4141,-5.79276,-1.14304,0.766277,-0.93774,1.34623,-0.259739,-0.620119,2.4141,-5.79276,0.493469,2.47006,0.0323051,0.83852,0.11671,0.049651,0.0651752,0.17053,-0.0418413,-0.320087,1.25257,-1.73535,0,
3.077,0.494031,-1.1433,0.765663,-0.935303,1.34043,0.562605,-0.265615,-0.614063,2.4363,-5.80505,-1.1433,0.765663,-0.935303,1.34043,-0.265615,-0.614063,2.4363,-5.80505,0.494031,2.47326,0.0325553,0.838477,0.116393,0.0508903,0.0634358,0.17003,-0.0436069,-0.317073,1.24014,-1.73568,0,
3.078,0.494597,-1.14357,0.765055,-0.932846,1.33461,0.565374,-0.271436,-0.607848,2.45712,-5.81422,-1.14357,0.765055,-0.932846,1.33461,-0.271436,-0.607848,2.45712,-5.81422,0.494597,2.47649,0.0328044,0.838432,0.116079,0.0521166,0.0616971,0.169596,-0.0453611,-0.31391,1.22715,-1.73509,0,
3.079,0.495165,-1.14385,0.764454,-0.93037,1.32879,0.568075,-0.277197,-0.601479,2.47656,-5.82024,-1.14385,0.764454,-0.93037,1.32879,-0.277197,-0.601479,2.47656,-5.82024,0.495165,2.47975,0.0330526,0.838385,0.115768,0.0533295,0.05996,0.169231,-0.0471026,-0.310601,1.2136,-1.73356,0,
3.08,0.495735,-1.14413,0.763859,-0.927875,1.32297,0.570708,-0.282895,-0.594959,2.49458,-5.82307,-1.14413,0.763859,-0.927875,1.32297,-0.282895,-0.594959,2.49458,-5.82307,0.495735,2.48303,0.0332997,0.838336,0.115461,0.0545282,0.0582252,0.168936,-0.0488304,-0.307147,1.1995,-1.73111,0,
3.081,0.496309,-1.14442,0.76327,-0.925364,1.31715,0.573269,-0.288526,-0.588292,2.51117,-5.82268,-1.14442,0.76327,-0.925364,1.31715,-0.288526,-0.588292,2.51117,-5.82268,0.496309,2.48634,0.0335458,0.838285,0.115158,0.0557124,0.0564939,0.168714,-0.0505433,-0.30355,1.18484,-1.72774,0,
3.082,0.496884,-1.14472,0.762689,-0.922838,1.31133,0.575758,-0.294086,-0.581483,2.52631,-5.81901,-1.14472,0.762689,-0.922838,1.31133,-0.294086,-0.581483,2.52631,-5.81901,0.496884,2.48967,0.033791,0.838233,0.114858,0.0568814,0.0547668,0.168567,-0.0522402,-0.299811,1.16963,-1.72345,0,
3.083,0.497463,-1.14502,0.762114,-0.920298,1.30552,0.578172,-0.299571,-0.574535,2.53999,-5.81205,-1.14502,0.762114,-0.920298,1.30552,-0.299571,-0.574535,2.53999,-5.81205,0.497463,2.49304,0.0340351,0.838179,0.114562,0.0580346,0.053045,0.168497,-0.0539198,-0.295933,1.15385,-1.71823,0,
